"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Uganda","UGA","Population (Total)","SP.POP.TOTL","7006629","7240155","7487412","7746181","8014376","8292751","8580647","8872890","9162794","9446024","9720388","9988441","10256553","10533820","10827097","11139632","11470628","11818135","12178512","12549779","12930714","13324390","13738114","14181630","14661481","15180721","15736176","16320417","16922648","17534839","18156095","18788440","19430461","20081152","20740726","21407693","22084527","22780451","23507800","24275641","25088033","25943441","26838428","27766986","28724869","29711397","30728747","31778799","32864328","33987213","35148064","36345860","",
"Ukraine","UKR","Population (Total)","SP.POP.TOTL","43203646","43749474","44285898","44794336","45261976","45682418","46060661","46409304","46746974","47086954","47433774","47782683","48126562","48454371","48758333","49036548","49292500","49530219","49755806","49973757","50221000","50384000","50564000","50754000","50917000","51097000","51293000","51521000","51773000","51892000","52000469.7386476","52150265.7333594","52179209.7011827","51921041.293102","51512298.6056728","51057188.9809848","50594105.0194585","50143939.1300684","49673349.9915196","49175847.6425165","48683864.5779071","48202500","47812950","47451600","47105150","46787750","46509350","46258200","46053300","45870700","45706100","45593300","",
"Upper middle income","UMC","Population (Total)","SP.POP.TOTL","1066566032.96","1082469228.64","1109687234.32","1136501421.8","1164192596","1195429426.72","1225830706.52","1257126339.52","1290111806.52","1324114496","1358835892.46996","1391898334.71772","1424142503.03772","1455111653.22996","1483949332","1511165120.97464","1536984405.97081","1562905887.92173","1589148045.84138","1615117023.24721","1641809964.52303","1670751987.05553","1699786238.44401","1727746992.728","1756584114.96948","1787037871.41596","1818985396.61825","1851106396.82907","1882039454.9192","1911890140","1940512147.7377","1967035687.88255","1992689552.2293","2018166586.51915","2043388730.97971","2068635442.84086","2093950363.50536","2118723477.95346","2142540438.75227","2165398796.55138","2186717431.61906","2206891168.22445","2226595877","2245828763","2264847796","2283319677","2301155130","2318940604","2336902781","2354787559","2372571722","2390794485.52241","",
"Uruguay","URY","Population (Total)","SP.POP.TOTL","2571834","2604042","2635294","2665561","2694714","2723055","2750273","2774949","2795223","2809981","2818462","2821645","2822306","2824291","2830378","2841603","2857218","2876019","2896016","2915735","2934985","2954236","2973436","2992644","3011918","3031053","3049987","3069112","3088980","3109941","3131936","3154657","3177867","3201235","3224383","3247585","3270549","3291677","3308884","3320841","3326762","3327500","3325411","3323822","3325155","3330217","3338384","3348898","3360431","3371982","3383486","3395253","",
"United States","USA","Population (Total)","SP.POP.TOTL","183691000","186538000","189242000","191889000","194303000","196560000","198712000","200706000","202677000","205052000","207661000","209896000","211909000","213854000","215973000","218035000","220239000","222585000","225055000","227225000","229466000","231664000","233792000","235825000","237924000","240133000","242289000","244499000","246819000","249623000","252981000","256514000","259919000","263126000","266278000","269394000","272657000","275854000","279040000","282162411","284968955","287625193","290107933","292805298","295516599","298379912","301231207","304093966","306771529","309326225","311587816","313914040","",
"Uzbekistan","UZB","Population (Total)","SP.POP.TOTL","8871244","9201176","9542785","9888629","10233502","10574523","10913360","11254896","11606438","11972994","12356359","12753995","13161372","13571927","13980997","14386952","14791449","15197091","15607909","16026812","16454356","16889450","17331390","17778956","18231176","18686358","19144237","19606739","20076683","20510000","20952000","21449000","21942000","22377000","22785000","23225000","23667000","24051000","24311650","24650400","24964450","25271850","25567650","25864350","26167000","26488250","26868000","27302800","27767400","28562400","29341250","29776850","",
"St. Vincent and the Grenadines","VCT","Population (Total)","SP.POP.TOTL","82144","83206","84167","85076","85972","86860","87736","88615","89518","90457","91440","92465","93516","94572","95614","96639","97649","98634","99589","100506","101378","102202","102985","103742","104477","105197","105892","106533","107081","107509","107811","108001","108097","108129","108122","108078","108001","107923","107879","107897","107989","108150","108353","108562","108749","108908","109045","109158","109249","109316","109357","109373","",
"Venezuela, RB","VEN","Population (Total)","SP.POP.TOTL","7872644","8172322","8477485","8785731","9095742","9406598","9719951","10040248","10373554","10724328","11093065","11478612","11881567","12302193","12739894","13196169","13669054","14150223","14628595","15096432","15549525","15990376","16426198","16867806","17322754","17793283","18275997","18766017","19256060","19740786","20218813","20691641","21160262","21626607","22092144","22556838","23020184","23482700","23945002","24407553","24870441","25333622","25797219","26261326","26725897","27190882","27655937","28120312","28583040","29043283","29500625","29954782","",
"Virgin Islands (U.S.)","VIR","Population (Total)","SP.POP.TOTL","34100","36300","38700","41300","44000","47300","50800","54600","58600","63000","71000","76000","84000","90000","94000","96000","93000","96000","96000","97000","98000","102000","104000","108000","107000","106500","106000","104500","103000","103963","104807","105711","106577","107317","107817","108093","108355","108535","108596","108639","108386","108208","108085","107950","107863","107700","107423","107091","106707","106267","105784","105275","",
"Vietnam","VNM","Population (Total)","SP.POP.TOTL","35427715.2","36123019.2","36836299.2","37573875.2","38341000","39141859.2","39979571.2","40856187.2","41772691.2","42729000","43724507.2","44758083.2","45824811.2","46917619.2","48030000","49157643.2","50295171.2","51436139.2","52573579.2","53700000","54722337.4927371","55686897.3404939","56654801.8269156","57691661.4318255","58868000","60249000","61750000","63263000","64774000","66016700","67242400","68450100","69644500","70824500","71995500","73156700","74306900","75456300","76596700","77630900","78621000","79538700","80468400","81437700","82393500","83313000","84221100","85122300","86025000","86932500","87840000","88775500","",
"Vanuatu","VUT","Population (Total)","SP.POP.TOTL","65708","67806","69962","72131","74287","76410","78518","80669","82941","85388","88023","90824","93761","96793","99879","103024","106223","109429","112579","115634","118578","121433","124248","127094","130028","133040","136129","139369","142852","146633","150779","155242","159814","164209","168236","171802","175004","178074","181346","185058","189285","193950","198952","204135","209375","214654","220001","225398","230833","236299","241778","247262","",
"West Bank and Gaza","PSE","Population (Total)","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1978248","2068845","2163591","2262676","2366298","2474666","2587997","2706518","2776568","2848431","2922153","2997784","3075373","3154969","3236626","3320396","3406334","3494496","3596688","3702218","3811102","3927051","4046901","",
"World","WLD","Population (Total)","SP.POP.TOTL","3077758284.30678","3130657233.84374","3195476357.17174","3260862523.4386","3327587549","3397482056.17002","3467082024.40331","3537433634.74422","3611869978.0517","3686859573","3763918681.13554","3840278352.22045","3915680517.17277","3991816808.77216","4066547846.24707","4139458193.9558","4212354772.03895","4286612937.86873","4362446844.32386","4438667985.22694","4516308298.91035","4596685320.84215","4677465224.50846","4757940376.98119","4840320456.64269","4925530167.01596","5013013597.21825","5101412331.42907","5189637005.5192","5278928953","5365459256.44007","5448290249.97342","5531863650.29103","5614317911.21637","5698124596.58538","5779714394.82184","5861493681.52482","5942419500.08353","6022300749.74379","6102050175.19389","6180118096.5321","6257639234.52006","6335191444.7486","6412915010.20862","6490741058","6568642254","6646909129","6726053715","6805251332","6885217727","6965944512","7046368812.52241","",
"Samoa","WSM","Population (Total)","SP.POP.TOTL","112121","115786","119564","123354","127068","130687","134194","137503","140520","143175","145437","147323","148889","150219","151383","152390","153244","154010","154763","155554","156435","157401","158383","159281","160030","160591","161014","161424","162001","162865","164073","165568","167206","168786","170158","171276","172191","172979","173758","174614","175567","176592","177677","178794","179928","181073","182240","183444","184704","186029","187429","188889","",
"Yemen, Rep.","YEM","Population (Total)","SP.POP.TOTL","5184477","5276093","5372934","5472775","5573959","5677339","5783454","5890204","5994901","6096574","6193897","6290197","6394922","6520690","6676714","6866630","7088585","7339452","7613672","7906977","8220933","8557021","8910830","9276622","9651313","10028064","10409987","10815614","11270427","11790249","12384543","13040955","13726827","14396720","15018201","15578640","16088019","16564235","17035531","17522537","18029989","18551068","19081306","19612696","20139661","20661714","21182162","21703571","22229625","22763008","23304206","23852409","",
"South Africa","ZAF","Population (Total)","SP.POP.TOTL","17949961.6","18459441.6","18936137.6","19390553.6","19832000","20268593.6","20707257.6","21153721.6","21612521.6","22087000","22602372.672","23126275.712","23655907.712","24189836.672","24728000","25268094.272","25805575.232","26355319.232","26940792.512","27576000","28254654.592","28971838.592","29724003.712","30505360.832","31307880","32121290.432","32933080.512","33728497.792","34490548.992","35200000","35933107.7639498","36690738.7644772","37473796.3971685","38283222.6723226","39120000","40000246.9537564","40926063.0383419","41899682.7772342","42923484.5341401","44000000","44909738","45533292","46116494","46664771","47198469","47730946","48257282","48793022","49320150","49991300","50586757","51189306.614892","",
"Congo, Dem. Rep.","COD","Population (Total)","SP.POP.TOTL","15637715","16041247","16461914","16903899","17369859","17861860","18378189","18913177","19458874","20009902","20563258","21121467","21691346","22282713","22902275","23554958","24238011","24941431","25650884","26357407","27060353","27767775","28490510","29243529","30039873","30871855","31740965","32679158","33727905","34910591","36253025","37731020","39257294","40711816","42012524","43122601","44078397","44960941","45889100","46949244","48167045","49516960","50972323","52487293","54028003","55590838","57187942","58819038","60486276","62191161","63931512","65705093","",
"Zambia","ZMB","Population (Total)","SP.POP.TOTL","3173662","3269151","3368961","3472843","3580708","3692409","3808277","3929254","4056584","4191114","4333234","4482567","4638227","4798913","4963655","5131916","5303836","5479897","5660893","5847241","6038971","6235352","6435110","6636560","6838392","7040796","7243918","7446478","7646911","7844516","8038236","8229480","8423058","8625477","8841338","9073311","9320089","9577483","9839179","10100981","10362137","10625423","10894519","11174650","11470022","11781612","12109620","12456527","12825031","13216985","13633796","14075099","",
"Zimbabwe","ZWE","Population (Total)","SP.POP.TOTL","3876638","4006261","4140802","4279559","4422129","4568317","4718609","4874109","5036316","5206305","5385328","5573282","5768337","5967819","6170266","6373946","6580696","6796863","7031084","7289069","7572129","7876786","8197858","8527836","8860331","9193889","9527192","9854098","10167392","10461782","10733048","10981267","11210802","11428655","11639364","11846110","12045813","12229500","12384727","12503652","12586763","12640922","12673103","12693047","12710589","12724308","12740160","12784041","12888918","13076978","13358738","13724317","",
